ctfr/ligand_inputs/paper_ligands,ctfr/output_data/paper_ligands
ctfr/ligand_inputs/condensed_params_and_db_1/187,ctfr/output_data/condensed_params_and_db_1/187
ctfr/ligand_inputs/condensed_params_and_db_1/188,ctfr/output_data/condensed_params_and_db_1/188
ctfr/ligand_inputs/condensed_params_and_db_1/189,ctfr/output_data/condensed_params_and_db_1/189
ctfr/ligand_inputs/condensed_params_and_db_1/190,ctfr/output_data/condensed_params_and_db_1/190
ctfr/ligand_inputs/condensed_params_and_db_1/191,ctfr/output_data/condensed_params_and_db_1/191
ctfr/ligand_inputs/condensed_params_and_db_1/192,ctfr/output_data/condensed_params_and_db_1/192
ctfr/ligand_inputs/condensed_params_and_db_1/193,ctfr/output_data/condensed_params_and_db_1/193
ctfr/ligand_inputs/condensed_params_and_db_1/194,ctfr/output_data/condensed_params_and_db_1/194
ctfr/ligand_inputs/condensed_params_and_db_1/195,ctfr/output_data/condensed_params_and_db_1/195
ctfr/ligand_inputs/condensed_params_and_db_1/196,ctfr/output_data/condensed_params_and_db_1/196
ctfr/ligand_inputs/condensed_params_and_db_1/197,ctfr/output_data/condensed_params_and_db_1/197
ctfr/ligand_inputs/condensed_params_and_db_1/198,ctfr/output_data/condensed_params_and_db_1/198
ctfr/ligand_inputs/condensed_params_and_db_1/199,ctfr/output_data/condensed_params_and_db_1/199
ctfr/ligand_inputs/condensed_params_and_db_1/200,ctfr/output_data/condensed_params_and_db_1/200
ctfr/ligand_inputs/condensed_params_and_db_1/201,ctfr/output_data/condensed_params_and_db_1/201
ctfr/ligand_inputs/condensed_params_and_db_1/202,ctfr/output_data/condensed_params_and_db_1/202
ctfr/ligand_inputs/condensed_params_and_db_1/203,ctfr/output_data/condensed_params_and_db_1/203
ctfr/ligand_inputs/condensed_params_and_db_1/204,ctfr/output_data/condensed_params_and_db_1/204
ctfr/ligand_inputs/condensed_params_and_db_1/205,ctfr/output_data/condensed_params_and_db_1/205
ctfr/ligand_inputs/condensed_params_and_db_1/206,ctfr/output_data/condensed_params_and_db_1/206
ctfr/ligand_inputs/condensed_params_and_db_1/207,ctfr/output_data/condensed_params_and_db_1/207
ctfr/ligand_inputs/condensed_params_and_db_1/208,ctfr/output_data/condensed_params_and_db_1/208
ctfr/ligand_inputs/condensed_params_and_db_1/209,ctfr/output_data/condensed_params_and_db_1/209
ctfr/ligand_inputs/condensed_params_and_db_1/210,ctfr/output_data/condensed_params_and_db_1/210
ctfr/ligand_inputs/condensed_params_and_db_1/211,ctfr/output_data/condensed_params_and_db_1/211
ctfr/ligand_inputs/condensed_params_and_db_1/212,ctfr/output_data/condensed_params_and_db_1/212
ctfr/ligand_inputs/condensed_params_and_db_1/213,ctfr/output_data/condensed_params_and_db_1/213
ctfr/ligand_inputs/condensed_params_and_db_1/214,ctfr/output_data/condensed_params_and_db_1/214
ctfr/ligand_inputs/condensed_params_and_db_1/215,ctfr/output_data/condensed_params_and_db_1/215
ctfr/ligand_inputs/condensed_params_and_db_1/216,ctfr/output_data/condensed_params_and_db_1/216
ctfr/ligand_inputs/condensed_params_and_db_1/217,ctfr/output_data/condensed_params_and_db_1/217
ctfr/ligand_inputs/condensed_params_and_db_1/218,ctfr/output_data/condensed_params_and_db_1/218
ctfr/ligand_inputs/condensed_params_and_db_1/219,ctfr/output_data/condensed_params_and_db_1/219
ctfr/ligand_inputs/condensed_params_and_db_1/220,ctfr/output_data/condensed_params_and_db_1/220
ctfr/ligand_inputs/condensed_params_and_db_1/221,ctfr/output_data/condensed_params_and_db_1/221
ctfr/ligand_inputs/condensed_params_and_db_1/222,ctfr/output_data/condensed_params_and_db_1/222
ctfr/ligand_inputs/condensed_params_and_db_1/223,ctfr/output_data/condensed_params_and_db_1/223
ctfr/ligand_inputs/condensed_params_and_db_1/224,ctfr/output_data/condensed_params_and_db_1/224
ctfr/ligand_inputs/condensed_params_and_db_1/225,ctfr/output_data/condensed_params_and_db_1/225
ctfr/ligand_inputs/condensed_params_and_db_1/226,ctfr/output_data/condensed_params_and_db_1/226
ctfr/ligand_inputs/condensed_params_and_db_1/227,ctfr/output_data/condensed_params_and_db_1/227
ctfr/ligand_inputs/condensed_params_and_db_1/228,ctfr/output_data/condensed_params_and_db_1/228
ctfr/ligand_inputs/condensed_params_and_db_1/229,ctfr/output_data/condensed_params_and_db_1/229
ctfr/ligand_inputs/condensed_params_and_db_1/230,ctfr/output_data/condensed_params_and_db_1/230
ctfr/ligand_inputs/condensed_params_and_db_1/231,ctfr/output_data/condensed_params_and_db_1/231
ctfr/ligand_inputs/condensed_params_and_db_1/232,ctfr/output_data/condensed_params_and_db_1/232
ctfr/ligand_inputs/condensed_params_and_db_1/233,ctfr/output_data/condensed_params_and_db_1/233
ctfr/ligand_inputs/condensed_params_and_db_1/234,ctfr/output_data/condensed_params_and_db_1/234
ctfr/ligand_inputs/condensed_params_and_db_1/235,ctfr/output_data/condensed_params_and_db_1/235
ctfr/ligand_inputs/condensed_params_and_db_1/236,ctfr/output_data/condensed_params_and_db_1/236
ctfr/ligand_inputs/condensed_params_and_db_1/237,ctfr/output_data/condensed_params_and_db_1/237
ctfr/ligand_inputs/condensed_params_and_db_1/238,ctfr/output_data/condensed_params_and_db_1/238
ctfr/ligand_inputs/condensed_params_and_db_1/239,ctfr/output_data/condensed_params_and_db_1/239
ctfr/ligand_inputs/condensed_params_and_db_1/240,ctfr/output_data/condensed_params_and_db_1/240
ctfr/ligand_inputs/condensed_params_and_db_1/241,ctfr/output_data/condensed_params_and_db_1/241
ctfr/ligand_inputs/condensed_params_and_db_1/242,ctfr/output_data/condensed_params_and_db_1/242
ctfr/ligand_inputs/condensed_params_and_db_1/243,ctfr/output_data/condensed_params_and_db_1/243
ctfr/ligand_inputs/condensed_params_and_db_1/244,ctfr/output_data/condensed_params_and_db_1/244
ctfr/ligand_inputs/condensed_params_and_db_1/245,ctfr/output_data/condensed_params_and_db_1/245
ctfr/ligand_inputs/condensed_params_and_db_1/246,ctfr/output_data/condensed_params_and_db_1/246
ctfr/ligand_inputs/condensed_params_and_db_1/247,ctfr/output_data/condensed_params_and_db_1/247
ctfr/ligand_inputs/condensed_params_and_db_1/248,ctfr/output_data/condensed_params_and_db_1/248
ctfr/ligand_inputs/condensed_params_and_db_1/249,ctfr/output_data/condensed_params_and_db_1/249
ctfr/ligand_inputs/condensed_params_and_db_1/250,ctfr/output_data/condensed_params_and_db_1/250
ctfr/ligand_inputs/condensed_params_and_db_1/251,ctfr/output_data/condensed_params_and_db_1/251
ctfr/ligand_inputs/condensed_params_and_db_1/252,ctfr/output_data/condensed_params_and_db_1/252
ctfr/ligand_inputs/condensed_params_and_db_1/253,ctfr/output_data/condensed_params_and_db_1/253
ctfr/ligand_inputs/condensed_params_and_db_1/254,ctfr/output_data/condensed_params_and_db_1/254
ctfr/ligand_inputs/condensed_params_and_db_1/255,ctfr/output_data/condensed_params_and_db_1/255
ctfr/ligand_inputs/condensed_params_and_db_1/256,ctfr/output_data/condensed_params_and_db_1/256
ctfr/ligand_inputs/condensed_params_and_db_1/257,ctfr/output_data/condensed_params_and_db_1/257
ctfr/ligand_inputs/condensed_params_and_db_1/258,ctfr/output_data/condensed_params_and_db_1/258
ctfr/ligand_inputs/condensed_params_and_db_1/259,ctfr/output_data/condensed_params_and_db_1/259
ctfr/ligand_inputs/condensed_params_and_db_1/260,ctfr/output_data/condensed_params_and_db_1/260
ctfr/ligand_inputs/condensed_params_and_db_1/261,ctfr/output_data/condensed_params_and_db_1/261
ctfr/ligand_inputs/condensed_params_and_db_1/262,ctfr/output_data/condensed_params_and_db_1/262
ctfr/ligand_inputs/condensed_params_and_db_1/263,ctfr/output_data/condensed_params_and_db_1/263
ctfr/ligand_inputs/condensed_params_and_db_1/264,ctfr/output_data/condensed_params_and_db_1/264
ctfr/ligand_inputs/condensed_params_and_db_1/265,ctfr/output_data/condensed_params_and_db_1/265
ctfr/ligand_inputs/condensed_params_and_db_1/266,ctfr/output_data/condensed_params_and_db_1/266
ctfr/ligand_inputs/condensed_params_and_db_1/267,ctfr/output_data/condensed_params_and_db_1/267
ctfr/ligand_inputs/condensed_params_and_db_1/268,ctfr/output_data/condensed_params_and_db_1/268
ctfr/ligand_inputs/condensed_params_and_db_1/269,ctfr/output_data/condensed_params_and_db_1/269
ctfr/ligand_inputs/condensed_params_and_db_1/270,ctfr/output_data/condensed_params_and_db_1/270
ctfr/ligand_inputs/condensed_params_and_db_1/271,ctfr/output_data/condensed_params_and_db_1/271
ctfr/ligand_inputs/condensed_params_and_db_1/272,ctfr/output_data/condensed_params_and_db_1/272
ctfr/ligand_inputs/condensed_params_and_db_1/273,ctfr/output_data/condensed_params_and_db_1/273
ctfr/ligand_inputs/condensed_params_and_db_1/274,ctfr/output_data/condensed_params_and_db_1/274
ctfr/ligand_inputs/condensed_params_and_db_1/275,ctfr/output_data/condensed_params_and_db_1/275
ctfr/ligand_inputs/condensed_params_and_db_1/276,ctfr/output_data/condensed_params_and_db_1/276
ctfr/ligand_inputs/condensed_params_and_db_1/277,ctfr/output_data/condensed_params_and_db_1/277
ctfr/ligand_inputs/condensed_params_and_db_1/278,ctfr/output_data/condensed_params_and_db_1/278
ctfr/ligand_inputs/condensed_params_and_db_1/279,ctfr/output_data/condensed_params_and_db_1/279
ctfr/ligand_inputs/condensed_params_and_db_1/280,ctfr/output_data/condensed_params_and_db_1/280
ctfr/ligand_inputs/condensed_params_and_db_1/281,ctfr/output_data/condensed_params_and_db_1/281
ctfr/ligand_inputs/condensed_params_and_db_1/282,ctfr/output_data/condensed_params_and_db_1/282
ctfr/ligand_inputs/condensed_params_and_db_1/283,ctfr/output_data/condensed_params_and_db_1/283
ctfr/ligand_inputs/condensed_params_and_db_1/284,ctfr/output_data/condensed_params_and_db_1/284
ctfr/ligand_inputs/condensed_params_and_db_1/285,ctfr/output_data/condensed_params_and_db_1/285
ctfr/ligand_inputs/condensed_params_and_db_1/286,ctfr/output_data/condensed_params_and_db_1/286
ctfr/ligand_inputs/condensed_params_and_db_1/287,ctfr/output_data/condensed_params_and_db_1/287
ctfr/ligand_inputs/condensed_params_and_db_1/288,ctfr/output_data/condensed_params_and_db_1/288
ctfr/ligand_inputs/condensed_params_and_db_1/289,ctfr/output_data/condensed_params_and_db_1/289
ctfr/ligand_inputs/condensed_params_and_db_1/290,ctfr/output_data/condensed_params_and_db_1/290
ctfr/ligand_inputs/condensed_params_and_db_1/291,ctfr/output_data/condensed_params_and_db_1/291
ctfr/ligand_inputs/condensed_params_and_db_1/292,ctfr/output_data/condensed_params_and_db_1/292
ctfr/ligand_inputs/condensed_params_and_db_1/293,ctfr/output_data/condensed_params_and_db_1/293
ctfr/ligand_inputs/condensed_params_and_db_1/294,ctfr/output_data/condensed_params_and_db_1/294
ctfr/ligand_inputs/condensed_params_and_db_1/295,ctfr/output_data/condensed_params_and_db_1/295
ctfr/ligand_inputs/condensed_params_and_db_1/296,ctfr/output_data/condensed_params_and_db_1/296
ctfr/ligand_inputs/condensed_params_and_db_1/297,ctfr/output_data/condensed_params_and_db_1/297
ctfr/ligand_inputs/condensed_params_and_db_1/298,ctfr/output_data/condensed_params_and_db_1/298
ctfr/ligand_inputs/condensed_params_and_db_1/299,ctfr/output_data/condensed_params_and_db_1/299
ctfr/ligand_inputs/condensed_params_and_db_1/300,ctfr/output_data/condensed_params_and_db_1/300
ctfr/ligand_inputs/condensed_params_and_db_1/301,ctfr/output_data/condensed_params_and_db_1/301
ctfr/ligand_inputs/condensed_params_and_db_1/302,ctfr/output_data/condensed_params_and_db_1/302
ctfr/ligand_inputs/condensed_params_and_db_1/303,ctfr/output_data/condensed_params_and_db_1/303
ctfr/ligand_inputs/condensed_params_and_db_1/304,ctfr/output_data/condensed_params_and_db_1/304
ctfr/ligand_inputs/condensed_params_and_db_1/305,ctfr/output_data/condensed_params_and_db_1/305
ctfr/ligand_inputs/condensed_params_and_db_1/306,ctfr/output_data/condensed_params_and_db_1/306
ctfr/ligand_inputs/condensed_params_and_db_1/307,ctfr/output_data/condensed_params_and_db_1/307
ctfr/ligand_inputs/condensed_params_and_db_1/308,ctfr/output_data/condensed_params_and_db_1/308
ctfr/ligand_inputs/condensed_params_and_db_1/309,ctfr/output_data/condensed_params_and_db_1/309
ctfr/ligand_inputs/condensed_params_and_db_1/310,ctfr/output_data/condensed_params_and_db_1/310
ctfr/ligand_inputs/condensed_params_and_db_1/311,ctfr/output_data/condensed_params_and_db_1/311
ctfr/ligand_inputs/condensed_params_and_db_1/312,ctfr/output_data/condensed_params_and_db_1/312
ctfr/ligand_inputs/condensed_params_and_db_1/313,ctfr/output_data/condensed_params_and_db_1/313
ctfr/ligand_inputs/condensed_params_and_db_1/314,ctfr/output_data/condensed_params_and_db_1/314
ctfr/ligand_inputs/condensed_params_and_db_1/315,ctfr/output_data/condensed_params_and_db_1/315
ctfr/ligand_inputs/condensed_params_and_db_1/316,ctfr/output_data/condensed_params_and_db_1/316
ctfr/ligand_inputs/condensed_params_and_db_1/317,ctfr/output_data/condensed_params_and_db_1/317
ctfr/ligand_inputs/condensed_params_and_db_1/318,ctfr/output_data/condensed_params_and_db_1/318
ctfr/ligand_inputs/condensed_params_and_db_1/319,ctfr/output_data/condensed_params_and_db_1/319
ctfr/ligand_inputs/condensed_params_and_db_1/320,ctfr/output_data/condensed_params_and_db_1/320
ctfr/ligand_inputs/condensed_params_and_db_1/321,ctfr/output_data/condensed_params_and_db_1/321
ctfr/ligand_inputs/condensed_params_and_db_1/322,ctfr/output_data/condensed_params_and_db_1/322
ctfr/ligand_inputs/condensed_params_and_db_1/323,ctfr/output_data/condensed_params_and_db_1/323
ctfr/ligand_inputs/condensed_params_and_db_1/324,ctfr/output_data/condensed_params_and_db_1/324
ctfr/ligand_inputs/condensed_params_and_db_1/325,ctfr/output_data/condensed_params_and_db_1/325
ctfr/ligand_inputs/condensed_params_and_db_1/326,ctfr/output_data/condensed_params_and_db_1/326
ctfr/ligand_inputs/condensed_params_and_db_1/327,ctfr/output_data/condensed_params_and_db_1/327
ctfr/ligand_inputs/condensed_params_and_db_1/328,ctfr/output_data/condensed_params_and_db_1/328
ctfr/ligand_inputs/condensed_params_and_db_1/329,ctfr/output_data/condensed_params_and_db_1/329
ctfr/ligand_inputs/condensed_params_and_db_1/330,ctfr/output_data/condensed_params_and_db_1/330
ctfr/ligand_inputs/condensed_params_and_db_1/331,ctfr/output_data/condensed_params_and_db_1/331
ctfr/ligand_inputs/condensed_params_and_db_1/332,ctfr/output_data/condensed_params_and_db_1/332
ctfr/ligand_inputs/condensed_params_and_db_1/333,ctfr/output_data/condensed_params_and_db_1/333
ctfr/ligand_inputs/condensed_params_and_db_1/334,ctfr/output_data/condensed_params_and_db_1/334
ctfr/ligand_inputs/condensed_params_and_db_1/335,ctfr/output_data/condensed_params_and_db_1/335
ctfr/ligand_inputs/condensed_params_and_db_1/336,ctfr/output_data/condensed_params_and_db_1/336
ctfr/ligand_inputs/condensed_params_and_db_1/337,ctfr/output_data/condensed_params_and_db_1/337
ctfr/ligand_inputs/condensed_params_and_db_1/338,ctfr/output_data/condensed_params_and_db_1/338
ctfr/ligand_inputs/condensed_params_and_db_1/339,ctfr/output_data/condensed_params_and_db_1/339
ctfr/ligand_inputs/condensed_params_and_db_1/340,ctfr/output_data/condensed_params_and_db_1/340
ctfr/ligand_inputs/condensed_params_and_db_1/341,ctfr/output_data/condensed_params_and_db_1/341
ctfr/ligand_inputs/condensed_params_and_db_1/342,ctfr/output_data/condensed_params_and_db_1/342
ctfr/ligand_inputs/condensed_params_and_db_1/343,ctfr/output_data/condensed_params_and_db_1/343
ctfr/ligand_inputs/condensed_params_and_db_1/344,ctfr/output_data/condensed_params_and_db_1/344
ctfr/ligand_inputs/condensed_params_and_db_1/345,ctfr/output_data/condensed_params_and_db_1/345
ctfr/ligand_inputs/condensed_params_and_db_1/346,ctfr/output_data/condensed_params_and_db_1/346
ctfr/ligand_inputs/condensed_params_and_db_1/347,ctfr/output_data/condensed_params_and_db_1/347
ctfr/ligand_inputs/condensed_params_and_db_1/348,ctfr/output_data/condensed_params_and_db_1/348
ctfr/ligand_inputs/condensed_params_and_db_1/349,ctfr/output_data/condensed_params_and_db_1/349
ctfr/ligand_inputs/condensed_params_and_db_1/350,ctfr/output_data/condensed_params_and_db_1/350
ctfr/ligand_inputs/condensed_params_and_db_1/351,ctfr/output_data/condensed_params_and_db_1/351
ctfr/ligand_inputs/condensed_params_and_db_1/352,ctfr/output_data/condensed_params_and_db_1/352
ctfr/ligand_inputs/condensed_params_and_db_1/353,ctfr/output_data/condensed_params_and_db_1/353
ctfr/ligand_inputs/condensed_params_and_db_1/354,ctfr/output_data/condensed_params_and_db_1/354
ctfr/ligand_inputs/condensed_params_and_db_1/355,ctfr/output_data/condensed_params_and_db_1/355
ctfr/ligand_inputs/condensed_params_and_db_1/356,ctfr/output_data/condensed_params_and_db_1/356
ctfr/ligand_inputs/condensed_params_and_db_1/357,ctfr/output_data/condensed_params_and_db_1/357
ctfr/ligand_inputs/condensed_params_and_db_1/358,ctfr/output_data/condensed_params_and_db_1/358
ctfr/ligand_inputs/condensed_params_and_db_1/359,ctfr/output_data/condensed_params_and_db_1/359
ctfr/ligand_inputs/condensed_params_and_db_1/360,ctfr/output_data/condensed_params_and_db_1/360
ctfr/ligand_inputs/condensed_params_and_db_1/361,ctfr/output_data/condensed_params_and_db_1/361
ctfr/ligand_inputs/condensed_params_and_db_1/362,ctfr/output_data/condensed_params_and_db_1/362
ctfr/ligand_inputs/condensed_params_and_db_1/363,ctfr/output_data/condensed_params_and_db_1/363
ctfr/ligand_inputs/condensed_params_and_db_1/364,ctfr/output_data/condensed_params_and_db_1/364
ctfr/ligand_inputs/condensed_params_and_db_1/365,ctfr/output_data/condensed_params_and_db_1/365
ctfr/ligand_inputs/condensed_params_and_db_1/366,ctfr/output_data/condensed_params_and_db_1/366
ctfr/ligand_inputs/condensed_params_and_db_1/367,ctfr/output_data/condensed_params_and_db_1/367
ctfr/ligand_inputs/condensed_params_and_db_1/368,ctfr/output_data/condensed_params_and_db_1/368
ctfr/ligand_inputs/condensed_params_and_db_1/369,ctfr/output_data/condensed_params_and_db_1/369
ctfr/ligand_inputs/condensed_params_and_db_1/370,ctfr/output_data/condensed_params_and_db_1/370
ctfr/ligand_inputs/condensed_params_and_db_1/371,ctfr/output_data/condensed_params_and_db_1/371
ctfr/ligand_inputs/condensed_params_and_db_1/372,ctfr/output_data/condensed_params_and_db_1/372
ctfr/ligand_inputs/condensed_params_and_db_1/373,ctfr/output_data/condensed_params_and_db_1/373
ctfr/ligand_inputs/condensed_params_and_db_1/374,ctfr/output_data/condensed_params_and_db_1/374
ctfr/ligand_inputs/condensed_params_and_db_1/375,ctfr/output_data/condensed_params_and_db_1/375
ctfr/ligand_inputs/condensed_params_and_db_1/376,ctfr/output_data/condensed_params_and_db_1/376
ctfr/ligand_inputs/condensed_params_and_db_1/377,ctfr/output_data/condensed_params_and_db_1/377
ctfr/ligand_inputs/condensed_params_and_db_1/378,ctfr/output_data/condensed_params_and_db_1/378
ctfr/ligand_inputs/condensed_params_and_db_1/379,ctfr/output_data/condensed_params_and_db_1/379
ctfr/ligand_inputs/condensed_params_and_db_1/380,ctfr/output_data/condensed_params_and_db_1/380
ctfr/ligand_inputs/condensed_params_and_db_1/381,ctfr/output_data/condensed_params_and_db_1/381
ctfr/ligand_inputs/condensed_params_and_db_1/382,ctfr/output_data/condensed_params_and_db_1/382
ctfr/ligand_inputs/condensed_params_and_db_1/383,ctfr/output_data/condensed_params_and_db_1/383
ctfr/ligand_inputs/condensed_params_and_db_1/384,ctfr/output_data/condensed_params_and_db_1/384
ctfr/ligand_inputs/condensed_params_and_db_1/385,ctfr/output_data/condensed_params_and_db_1/385
ctfr/ligand_inputs/condensed_params_and_db_1/386,ctfr/output_data/condensed_params_and_db_1/386
ctfr/ligand_inputs/condensed_params_and_db_1/387,ctfr/output_data/condensed_params_and_db_1/387
ctfr/ligand_inputs/condensed_params_and_db_1/388,ctfr/output_data/condensed_params_and_db_1/388
ctfr/ligand_inputs/condensed_params_and_db_1/389,ctfr/output_data/condensed_params_and_db_1/389
ctfr/ligand_inputs/condensed_params_and_db_1/390,ctfr/output_data/condensed_params_and_db_1/390
ctfr/ligand_inputs/condensed_params_and_db_1/391,ctfr/output_data/condensed_params_and_db_1/391
ctfr/ligand_inputs/condensed_params_and_db_1/392,ctfr/output_data/condensed_params_and_db_1/392
ctfr/ligand_inputs/condensed_params_and_db_1/393,ctfr/output_data/condensed_params_and_db_1/393
ctfr/ligand_inputs/condensed_params_and_db_1/394,ctfr/output_data/condensed_params_and_db_1/394
ctfr/ligand_inputs/condensed_params_and_db_1/395,ctfr/output_data/condensed_params_and_db_1/395
ctfr/ligand_inputs/condensed_params_and_db_1/396,ctfr/output_data/condensed_params_and_db_1/396
ctfr/ligand_inputs/condensed_params_and_db_1/397,ctfr/output_data/condensed_params_and_db_1/397
ctfr/ligand_inputs/condensed_params_and_db_1/398,ctfr/output_data/condensed_params_and_db_1/398
ctfr/ligand_inputs/condensed_params_and_db_1/399,ctfr/output_data/condensed_params_and_db_1/399
ctfr/ligand_inputs/condensed_params_and_db_1/400,ctfr/output_data/condensed_params_and_db_1/400
ctfr/ligand_inputs/condensed_params_and_db_1/401,ctfr/output_data/condensed_params_and_db_1/401
ctfr/ligand_inputs/condensed_params_and_db_1/402,ctfr/output_data/condensed_params_and_db_1/402
ctfr/ligand_inputs/condensed_params_and_db_1/403,ctfr/output_data/condensed_params_and_db_1/403
ctfr/ligand_inputs/condensed_params_and_db_1/404,ctfr/output_data/condensed_params_and_db_1/404
ctfr/ligand_inputs/condensed_params_and_db_1/405,ctfr/output_data/condensed_params_and_db_1/405
ctfr/ligand_inputs/condensed_params_and_db_1/406,ctfr/output_data/condensed_params_and_db_1/406
ctfr/ligand_inputs/condensed_params_and_db_1/407,ctfr/output_data/condensed_params_and_db_1/407
ctfr/ligand_inputs/condensed_params_and_db_1/408,ctfr/output_data/condensed_params_and_db_1/408
ctfr/ligand_inputs/condensed_params_and_db_1/409,ctfr/output_data/condensed_params_and_db_1/409
ctfr/ligand_inputs/condensed_params_and_db_1/410,ctfr/output_data/condensed_params_and_db_1/410
ctfr/ligand_inputs/condensed_params_and_db_1/411,ctfr/output_data/condensed_params_and_db_1/411
ctfr/ligand_inputs/condensed_params_and_db_1/412,ctfr/output_data/condensed_params_and_db_1/412
ctfr/ligand_inputs/condensed_params_and_db_1/413,ctfr/output_data/condensed_params_and_db_1/413
ctfr/ligand_inputs/condensed_params_and_db_1/414,ctfr/output_data/condensed_params_and_db_1/414
ctfr/ligand_inputs/condensed_params_and_db_1/415,ctfr/output_data/condensed_params_and_db_1/415
ctfr/ligand_inputs/condensed_params_and_db_1/416,ctfr/output_data/condensed_params_and_db_1/416
ctfr/ligand_inputs/condensed_params_and_db_1/417,ctfr/output_data/condensed_params_and_db_1/417
ctfr/ligand_inputs/condensed_params_and_db_1/418,ctfr/output_data/condensed_params_and_db_1/418
ctfr/ligand_inputs/condensed_params_and_db_1/419,ctfr/output_data/condensed_params_and_db_1/419
ctfr/ligand_inputs/condensed_params_and_db_1/420,ctfr/output_data/condensed_params_and_db_1/420
ctfr/ligand_inputs/condensed_params_and_db_1/421,ctfr/output_data/condensed_params_and_db_1/421
ctfr/ligand_inputs/condensed_params_and_db_1/422,ctfr/output_data/condensed_params_and_db_1/422
ctfr/ligand_inputs/condensed_params_and_db_1/423,ctfr/output_data/condensed_params_and_db_1/423
ctfr/ligand_inputs/condensed_params_and_db_1/424,ctfr/output_data/condensed_params_and_db_1/424
ctfr/ligand_inputs/condensed_params_and_db_1/425,ctfr/output_data/condensed_params_and_db_1/425
ctfr/ligand_inputs/condensed_params_and_db_1/426,ctfr/output_data/condensed_params_and_db_1/426
ctfr/ligand_inputs/condensed_params_and_db_1/427,ctfr/output_data/condensed_params_and_db_1/427
ctfr/ligand_inputs/condensed_params_and_db_1/428,ctfr/output_data/condensed_params_and_db_1/428
ctfr/ligand_inputs/condensed_params_and_db_1/429,ctfr/output_data/condensed_params_and_db_1/429
ctfr/ligand_inputs/condensed_params_and_db_1/430,ctfr/output_data/condensed_params_and_db_1/430
ctfr/ligand_inputs/condensed_params_and_db_1/431,ctfr/output_data/condensed_params_and_db_1/431
ctfr/ligand_inputs/condensed_params_and_db_1/432,ctfr/output_data/condensed_params_and_db_1/432
ctfr/ligand_inputs/condensed_params_and_db_1/433,ctfr/output_data/condensed_params_and_db_1/433
ctfr/ligand_inputs/condensed_params_and_db_1/434,ctfr/output_data/condensed_params_and_db_1/434
ctfr/ligand_inputs/condensed_params_and_db_1/435,ctfr/output_data/condensed_params_and_db_1/435
ctfr/ligand_inputs/condensed_params_and_db_1/436,ctfr/output_data/condensed_params_and_db_1/436
ctfr/ligand_inputs/condensed_params_and_db_1/437,ctfr/output_data/condensed_params_and_db_1/437
ctfr/ligand_inputs/condensed_params_and_db_1/438,ctfr/output_data/condensed_params_and_db_1/438
ctfr/ligand_inputs/condensed_params_and_db_1/439,ctfr/output_data/condensed_params_and_db_1/439
ctfr/ligand_inputs/condensed_params_and_db_1/440,ctfr/output_data/condensed_params_and_db_1/440
ctfr/ligand_inputs/condensed_params_and_db_1/441,ctfr/output_data/condensed_params_and_db_1/441
ctfr/ligand_inputs/condensed_params_and_db_1/442,ctfr/output_data/condensed_params_and_db_1/442
ctfr/ligand_inputs/condensed_params_and_db_1/443,ctfr/output_data/condensed_params_and_db_1/443
ctfr/ligand_inputs/condensed_params_and_db_1/444,ctfr/output_data/condensed_params_and_db_1/444
ctfr/ligand_inputs/condensed_params_and_db_1/445,ctfr/output_data/condensed_params_and_db_1/445
ctfr/ligand_inputs/condensed_params_and_db_1/446,ctfr/output_data/condensed_params_and_db_1/446
ctfr/ligand_inputs/condensed_params_and_db_1/447,ctfr/output_data/condensed_params_and_db_1/447
ctfr/ligand_inputs/condensed_params_and_db_1/448,ctfr/output_data/condensed_params_and_db_1/448
ctfr/ligand_inputs/condensed_params_and_db_1/449,ctfr/output_data/condensed_params_and_db_1/449
ctfr/ligand_inputs/condensed_params_and_db_1/450,ctfr/output_data/condensed_params_and_db_1/450
ctfr/ligand_inputs/condensed_params_and_db_1/451,ctfr/output_data/condensed_params_and_db_1/451
ctfr/ligand_inputs/condensed_params_and_db_1/452,ctfr/output_data/condensed_params_and_db_1/452
ctfr/ligand_inputs/condensed_params_and_db_1/453,ctfr/output_data/condensed_params_and_db_1/453
ctfr/ligand_inputs/condensed_params_and_db_1/454,ctfr/output_data/condensed_params_and_db_1/454
ctfr/ligand_inputs/condensed_params_and_db_1/455,ctfr/output_data/condensed_params_and_db_1/455
ctfr/ligand_inputs/condensed_params_and_db_1/456,ctfr/output_data/condensed_params_and_db_1/456
ctfr/ligand_inputs/condensed_params_and_db_1/457,ctfr/output_data/condensed_params_and_db_1/457
ctfr/ligand_inputs/condensed_params_and_db_1/458,ctfr/output_data/condensed_params_and_db_1/458
ctfr/ligand_inputs/condensed_params_and_db_1/459,ctfr/output_data/condensed_params_and_db_1/459
ctfr/ligand_inputs/condensed_params_and_db_1/460,ctfr/output_data/condensed_params_and_db_1/460
ctfr/ligand_inputs/condensed_params_and_db_1/461,ctfr/output_data/condensed_params_and_db_1/461
ctfr/ligand_inputs/condensed_params_and_db_1/462,ctfr/output_data/condensed_params_and_db_1/462
ctfr/ligand_inputs/condensed_params_and_db_1/463,ctfr/output_data/condensed_params_and_db_1/463
ctfr/ligand_inputs/condensed_params_and_db_1/464,ctfr/output_data/condensed_params_and_db_1/464
ctfr/ligand_inputs/condensed_params_and_db_1/465,ctfr/output_data/condensed_params_and_db_1/465
